Date,IPO_Name,Issue_Size(crores),QIB,HNI,RII,Total,Offer Price,List Price,Listing Gain,CMP(BSE),CMP(NSE),Current Gains
2015-03-19,Ortel Communications Ltd,174.71,1.01,0.09,0.39,0.75,181,181.0,0.0,1.41,1.65,-99.22
2014-12-19,Monte Carlo Fashions Ltd,350.43,13.96,1.71,6.96,7.83,645,585.0,-9.3,549.6,545.9,-14.79
2014-10-01,Shemaroo Entertainment Ltd,120.0,5.69,8.64,7.79,7.39,170,180.0,5.88,116.0,117.2,-31.76
2014-09-23,Sharda Cropchem Ltd,351.86,32.06,251.35,5.85,59.97,156,254.1,62.88,973.65,974.2,524.13
2014-09-12,Snowman Logistics Ltd,197.4,16.98,221.79,41.26,59.75,47,75.0,59.57,53.63,53.62,14.11
2014-05-09,Wonderla Holidays Ltd,181.25,16.71,159.04,7.55,38.06,125,164.75,31.8,589.85,589.6,371.88
2014-02-28,Engineers India Ltd,498.13,23.43,5.85,2.99,13.36,150,149.9,-0.07,201.0,201.05,34.0
2013-12-19,Power Grid Corporation of India Ltd,6958.64,115.9,40.34,6.77,64.82,90,97.1,7.89,285.75,286.2,217.5
2013-06-05,Just Dial Ltd,919.14,10.12,22.34,3.53,11.63,530,590.0,11.32,827.05,827.45,56.05
2013-04-01,Repco Home Finance Ltd,270.23,3.39,0.35,0.51,1.65,172,165.0,-4.07,388.55,388.9,125.9
2013-02-20,V-Mart Retail Ltd,94.42,1.52,1.39,0.79,1.2,210,216.0,2.86,753.65,753.35,258.88
2012-12-28,Indus Towers Ltd,4172.76,2.84,0.29,0.19,1.3,220,200.0,-9.09,338.1,338.7,53.68
2012-12-27,PC Jeweller Ltd,601.31,7.33,18.12,1.68,6.85,135,135.5,0.37,13.48,13.48,-90.01
2012-12-26,CARE Ratings Ltd,539.98,45.8,110.96,6.18,40.98,750,949.0,26.53,1638.6,1643.9,118.48
2012-12-06,Tara Jewels Ltd,179.5,1.49,3.1,2.05,1.98,230,242.0,5.22,0.75,0.5,-99.67
2012-07-18,VKS Projects Ltd,55.0,1.15,0.38,1.13,1.03,55,55.8,1.45,0.04,0.05,-99.93
2012-05-30,Speciality Restaurants Ltd,176.09,4.68,2.19,0.55,2.54,150,153.0,2.0,124.1,123.9,-17.27
2012-05-09,Tribhovandas Bhimji Zaveri Ltd,200.0,1.29,1.91,0.68,1.15,120,115.0,-4.17,192.45,192.8,60.38
2012-04-12,MT Educare Ltd,99.0,6.01,8.0,2.17,4.8,80,86.05,7.56,2.24,2.29,-97.2
2012-04-12,NBCC (India) Ltd,124.97,7.07,1.7,3.4,4.93,106,100.0,-5.66,108.0,108.0,1.89
2012-03-28,Olympic Cards Ltd,24.75,0.0,3.44,1.36,0.99,30,29.95,-0.17,3.0,0.0,-90.0
2012-03-09,Multi Commodity Exchange of India Ltd,663.31,49.12,150.35,24.14,54.13,1032,1387.0,34.4,8100.3,8092.0,684.91
2011-11-02,Indo Thai Securities Ltd,29.6,0.0,0.02,3.35,1.18,74,75.0,1.35,170.1,169.75,129.86
2011-10-19,Flexituff Ventures International Ltd,104.63,0.51,2.35,1.6,1.17,155,155.0,0.0,22.8,23.0,-85.29
2011-10-19,Taksheel Solutions Ltd,82.5,0.24,4.7,6.18,2.99,150,157.4,4.93,3.25,3.85,-97.83
2011-10-17,Onelife Capital Advisors Ltd,36.85,1.02,0.93,2.5,1.53,110,115.0,4.55,13.69,11.63,-87.55
2011-10-20,Ujaas Energy Ltd,93.0,1.03,1.56,2.35,1.57,186,180.0,-3.23,352.7,366.65,89.62
2011-10-07,RDB Rasayans Ltd,35.55,0.0,0.75,3.96,1.5,79,85.0,7.59,169.0,0.0,113.92
2011-10-04,Setubandhan Infrastructure Ltd,60.0,0.31,2.76,4.68,2.21,138,145.0,5.07,0.7,0.52,-99.49
2011-09-26,PG Electroplast Ltd,120.65,0.98,1.84,1.64,1.34,210,200.0,-4.76,518.8,518.1,147.05
2011-09-08,TD Power Systems Ltd,227.0,6.52,0.38,0.38,2.92,256,251.6,-1.72,495.35,495.05,93.5
2011-09-16,SRS Ltd,203.0,0.75,5.11,0.32,1.25,58,55.0,-5.17,0.19,0.15,-99.67
2011-09-05,Brooks Laboratories Ltd,63.0,0.0,2.82,3.36,1.6,100,110.0,10.0,153.35,150.99,53.35
2011-08-26,Tree House Education & Accessories Ltd,112.06,1.02,1.68,2.76,1.85,135,132.8,-1.63,6.69,6.71,-95.04
2011-08-12,L&T Finance Holdings Ltd,1245.0,1.93,6.18,9.61,5.34,52,51.0,-1.92,197.6,197.7,280.0
2011-08-04,Inventure Growth & Securities Ltd,81.9,0.25,9.49,8.66,4.58,117,119.0,1.71,1.52,1.52,-98.7
2011-07-28,Bharatiya Global Infomedia Ltd,55.1,0.0,1.94,5.06,2.06,82,84.0,2.44,3.14,3.14,-96.17
2011-07-13,Kridhan Infra Ltd,34.75,0.03,1.37,4.18,1.68,108,115.0,6.48,4.0,4.07,-96.3
2011-07-07,Rushil Decor Ltd,40.64,0.23,1.35,6.57,2.62,72,81.25,12.85,22.85,22.8,-68.26
2011-07-07,Birla Pacific Medspa Ltd,65.18,1.04,0.17,1.82,1.18,10,10.1,1.0,0.28,0.0,-97.2
2011-06-22,Timbor Home Ltd,23.25,0.65,3.22,14.22,5.78,63,72.0,14.29,2.21,2.75,-96.49
2011-06-14,VMS Industries Ltd,25.75,0.0,1.11,3.41,1.36,40,43.95,9.88,35.0,0.0,-12.5
2011-05-27,Power Finance Corporation Ltd,4578.2,6.92,1.2,2.0,4.34,203,197.6,-2.66,419.25,420.2,106.53
2011-05-27,Dr. Datsons Labs Ltd,117.0,0.14,2.65,1.84,1.11,234,229.45,-1.94,6.29,6.4,-97.31
2011-05-23,BF Industrial & Technologies Ltd,36.9,0.0,1.82,2.93,1.3,85,85.0,0.0,16.5,16.4,-80.59
2011-10-24,Vaswani Industries Ltd,49.0,0.16,11.29,6.83,4.16,49,33.45,-31.73,52.85,52.1,7.86
2011-05-12,Servalakshmi Paper Ltd,60.0,0.34,4.21,1.9,1.47,29,30.0,3.45,1.33,0.7,-95.41
2011-05-13,Innoventive Industries Ltd,217.41,0.85,1.94,1.48,1.24,117,110.0,-5.98,4.2,5.6,-96.41
2011-05-10,Future Consumer Ltd,750.0,0.26,7.81,0.61,1.52,10,9.5,-5.0,0.45,0.44,-95.5
2011-05-09,Paramount Printpac Ltd,45.83,0.33,3.28,9.31,3.92,35,35.0,0.0,0.82,0.85,-97.66
2011-05-06,Muthoot Finance Ltd,901.25,25.01,60.94,8.5,24.55,175,180.0,2.86,2548.5,2548.3,1356.29
2011-04-08,Shilpi Cable Technologies Ltd,55.88,1.04,6.39,5.74,3.48,69,78.35,13.55,1.1,1.15,-98.41
2011-03-30,PTC India Financial Services Ltd,433.28,2.85,0.22,1.18,1.7,28,28.0,0.0,38.95,38.92,39.11
2011-03-24,Lovable Lingerie Ltd,93.28,21.87,99.87,20.84,35.21,205,261.5,27.56,91.91,91.46,-55.17
2011-03-11,Fineotex Chemical Ltd,29.48,0.0,0.22,4.38,1.57,70,80.0,14.29,232.5,232.55,232.14
2011-03-10,AcroPetal Technologies Ltd,170.0,1.12,2.0,1.21,1.28,90,130.0,44.44,1.67,1.7,-98.14
2011-03-11,Sudar Industries Ltd,69.98,0.17,4.47,2.28,1.55,77,74.0,-3.9,1.02,0.95,-98.68
2011-02-10,Omkar Speciality Chemicals Ltd,79.38,0.82,5.27,9.9,4.67,98,95.0,-3.06,7.73,7.53,-92.11
2011-02-02,Tata Steel Ltd,3477.0,10.41,7.21,1.6,6.03,610,630.15,3.3,160.55,160.74,-73.68
2011-01-27,Midvalley Entertainment & Hospitality Ltd,60.0,0.35,4.68,9.01,4.03,70,73.0,4.29,0.35,0.0,-99.5
2011-01-20,C Mahendra Exports Ltd,165.0,1.02,3.92,4.82,2.78,110,111.0,0.91,1.79,1.65,-98.37
2010-12-30,Punjab & Sind Bank,480.0,49.8,85.84,44.45,50.75,120,146.1,21.75,28.16,28.15,-76.53
2010-12-23,A2Z Infra Engineering Ltd,776.25,0.68,3.12,0.33,0.96,400,390.0,-2.5,19.94,19.63,-95.02
2010-12-27,Ravikumar Distilleries Ltd,73.6,0.15,7.31,3.01,2.22,64,64.0,0.0,28.57,28.68,-55.36
2010-12-15,Shipping Corporation of India Ltd,1164.73,4.19,3.67,6.56,4.92,140,136.9,-2.21,206.55,206.71,47.54
2010-12-15,MOIL Ltd,1237.51,49.16,143.3,32.86,56.43,375,551.0,46.93,321.8,322.4,-14.19
2010-12-20,Claris Lifescience Ltd,300.0,1.31,2.03,1.6,1.5,228,224.4,-1.58,396.55,0.0,73.93
2010-12-06,RPP Infra Projects Ltd,48.75,0.16,7.27,5.6,2.97,75,75.0,0.0,116.3,116.49,55.07
2010-11-25,Power Grid Corporation of India Ltd,7442.34,115.9,40.34,6.77,64.82,90,95.0,5.56,285.75,286.2,217.5
2010-11-16,Gravita India Ltd,45.0,6.04,182.52,37.34,42.88,125,218.75,75.0,1783.65,1789.0,1326.92
2010-11-04,Coal India Ltd,15199.4,24.7,25.4,2.31,15.28,245,287.75,17.45,385.0,385.0,57.14
2010-10-27,Shah Metacorp Ltd,54.67,1.54,33.44,8.0,8.59,71,76.6,7.89,3.57,3.58,-94.97
2010-10-27,Prestige Estates Projects Ltd,1200.0,4.32,0.24,0.08,2.26,183,190.0,3.83,1629.15,1631.9,790.25
2010-10-27,BS Ltd,190.45,0.52,3.16,1.04,1.1,248,251.0,1.21,0.33,0.3,-99.87
2010-10-20,Oberoi Realty Ltd,1028.61,22.15,3.61,0.94,12.13,260,280.0,7.69,1607.4,1610.8,518.23
2010-10-18,Jupiter Wagons Ltd,172.41,3.68,0.34,0.38,2.07,127,122.8,-3.31,329.2,329.0,159.21
2010-10-14,Bedmutha Industries Ltd,91.8,0.67,29.19,8.51,7.69,102,114.4,12.16,140.2,140.15,37.45
2010-10-14,Sea TV Network Ltd,50.2,1.66,40.94,7.45,9.58,100,120.0,20.0,4.94,0.0,-95.06
2010-10-14,Ashoka Buildcon Ltd,225.0,25.52,13.91,3.46,15.94,324,333.55,2.95,185.2,185.15,-42.84
2010-10-12,Tecpro Systems Ltd,267.91,27.99,62.48,9.07,24.47,355,399.4,12.51,4.53,5.75,-98.72
2010-10-13,Va Tech Wabag Ltd,472.59,36.13,100.98,8.55,36.22,1310,1655.0,26.34,1522.0,1525.1,16.18
2010-10-12,Cantabil Retail India Ltd,105.0,1.71,3.83,2.63,2.35,135,133.8,-0.89,248.2,248.65,83.85
2010-10-08,Orient Green Power Company Ltd,900.0,2.09,0.64,0.18,1.07,47,45.7,-2.77,13.25,13.26,-71.81
2010-10-08,Ramky Infrastructure Ltd,530.0,4.52,1.45,0.99,2.89,450,450.0,0.0,556.0,557.3,23.56
2010-10-08,ESL Steel Ltd,248.07,5.86,28.58,6.19,8.23,11,12.35,12.27,31.05,31.0,182.27
2010-10-05,Sastasundar Ventures Ltd,147.5,5.91,35.88,11.04,12.2,118,135.1,14.49,288.0,289.0,144.07
2010-10-06,Eros International Media Ltd,350.0,25.79,73.4,11.95,26.51,175,213.35,21.91,7.89,7.81,-95.49
2010-10-06,CP Capital Ltd,115.0,47.45,101.93,31.74,47.39,310,461.0,48.71,162.7,161.95,-47.52
2010-10-01,Tirupati Inks Limited,51.5,1.78,23.18,12.59,8.77,43,53.95,25.47,1.59,0.0,-96.3
2010-09-29,Indosolar Limited,357.0,1.44,1.3,1.81,1.55,29,29.75,2.59,377.9,378.2,1203.1
2010-09-09,Gujarat Pipavav Port Limited,553.85,13.2,85.7,9.15,19.94,46,56.25,22.28,157.0,157.4,241.3
2010-08-25,Prakash Steelage Limited,68.75,1.27,10.91,6.62,4.53,110,118.55,7.77,5.74,5.76,-94.78
2010-08-18,Bajaj Consumer Care Limited,297.0,20.19,53.49,6.62,19.29,660,730.0,10.61,228.15,226.61,-65.43
2010-08-16,Bharat Financial Inclusion Limited,1628.78,20.38,18.26,2.81,13.69,985,1036.0,5.18,898.2,898.0,-8.81
2010-08-12,Engineers India Limited,959.35,23.43,5.85,2.99,13.36,290,315.0,8.62,200.9,200.91,-30.72
2010-08-04,Midfield Industries Limited,59.85,1.86,48.41,13.51,12.92,133,159.4,19.85,12.05,0.0,-90.94
2010-07-21,Hindustan Media Ventures Limited,270.0,8.98,3.39,1.0,5.43,166,170.0,2.41,86.02,86.5,-48.18
2010-07-16,Technofab Engineers Limited,71.66,4.28,48.85,10.03,12.78,240,265.0,10.42,6.85,6.15,-97.15
2010-07-28,Shri Aster Silicates Limited,53.1,0.01,12.46,7.41,4.47,118,127.7,8.22,1.28,1.4,-98.92
2010-07-01,Parabolic Drugs Limited,200.0,1.48,1.2,0.4,1.04,75,76.0,1.33,5.7,5.5,-92.4
2010-06-11,Standard Chartered (India) Limited,2486.35,4.15,1.9,0.25,2.2,104,105.0,0.96,36.2,36.35,-65.19
2010-05-21,Jaypee Infratech Limited,2257.6,1.77,1.15,0.61,1.24,102,93.0,-8.82,1.27,1.25,-98.75
2010-05-20,SJVN Limited,1062.51,9.03,3.39,3.12,6.64,26,28.0,7.69,97.85,97.66,276.35
2010-05-19,GB Global Limited,107.9,7.97,10.52,2.81,6.32,130,132.7,2.08,9.8,9.3,-92.46
2010-05-18,Tarapur Transformers Limited,63.75,0.03,5.08,2.74,1.74,75,75.0,0.0,24.74,24.9,-67.01
2010-05-13,Satchmo Holdings Limited,405.0,2.54,0.22,0.16,1.16,54,50.0,-7.41,3.8,1.6,-92.96
2010-05-10,Talwalkars Better Value Fitness Limited,77.44,35.43,51.48,8.43,28.39,128,138.0,7.81,1.45,1.45,-98.87
2010-04-16,Goenka Diamond & Jewellery Limited,126.51,0.78,3.0,0.66,1.07,135,130.0,-3.7,0.82,0.82,-99.39
2010-04-12,Intrasoft Technologies Limited,53.65,21.97,21.6,13.51,18.95,145,140.0,-3.45,96.25,96.3,-33.62
2010-04-09,Shree Ganesh Jewellery House (I) Limited,371.02,1.38,6.13,1.39,1.96,260,258.85,-0.44,0.82,1.05,-99.68
2010-04-06,Persistent Systems Limited,168.01,144.43,107.73,21.69,93.6,310,400.0,29.03,5215.35,5221.0,1582.37
2010-03-30,IL&FS Transportation Networks Limited,700.0,52.61,39.39,4.56,33.42,258,287.0,11.24,2.97,2.97,-98.85
2010-04-05,Pradip Overseas Limited,116.6,8.57,45.35,10.53,14.08,110,120.0,9.09,1.14,1.15,-98.96
2010-03-29,NMDC Limited,9967.3,2.28,0.22,0.22,1.25,300,295.7,-1.43,71.13,70.98,-76.29
2010-03-29,DQ Entertainment (International) Limited,128.16,93.86,272.88,19.45,86.33,80,135.0,68.75,1.03,0.85,-98.71
2010-03-18,United Bank of India,324.98,47.08,39.15,9.8,33.38,66,77.0,16.67,4.48,4.5,-93.21
2010-03-08,REC Limited,3529.94,39.3,27.12,7.68,27.91,203,230.0,13.3,387.6,387.75,90.94
2010-03-11,Man Infraconstruction Limited,141.75,96.06,104.57,10.26,62.53,252,335.0,32.94,164.9,164.88,-34.56
2010-03-10,Texmo Pipes and Products Limited,45.0,1.02,30.5,7.26,7.48,90,101.5,12.78,56.91,57.41,-36.77
2010-02-25,Hathway Cable & Datacom Limited,666.0,1.43,4.29,0.28,1.36,240,246.0,2.5,14.35,14.33,-94.02
2010-03-03,ARSS Infrastructure Projects Limited,103.0,49.34,124.53,18.55,47.62,450,640.0,42.22,54.6,54.18,-87.87
2010-02-19,NTPC Limited,8478.75,2.18,0.43,0.16,1.2,201,204.0,1.49,338.75,339.25,68.53
2010-02-24,Emmbi Industries Limited,38.96,0.43,5.55,0.46,1.2,45,45.5,1.11,105.05,104.34,133.44
2010-02-24,Valor Estates Limited,1500.0,4.47,4.25,0.37,2.95,468,430.0,-8.12,179.9,179.06,-61.56
2010-02-19,Thangamayil Jewellery Limited,28.75,0.52,1.52,2.26,1.12,75,70.0,-6.67,1967.75,1964.9,2523.67
2010-02-15,Syncom Healthcare Limited,56.25,0.99,16.6,6.25,5.17,75,88.0,17.33,4.12,4.2,-94.51
2010-02-15,Vascon Engineers Limited,178.2,1.12,3.65,0.62,1.22,165,170.0,3.03,49.15,49.22,-70.21
2010-02-23,Aqua Logistics Limited,150.0,0.26,5.07,3.0,1.94,220,219.4,-0.27,1.36,1.4,-99.38
2010-02-08,Jubilant Foodworks Limited,328.72,59.39,51.95,3.79,31.11,145,161.6,11.45,635.05,635.5,337.97
2010-01-29,Birla Shloka Edutech Limited,34.78,0.0,5.45,1.76,1.43,50,49.0,-2.0,1.46,0.0,-97.08
2010-02-03,Infinite Computer Solutions Limited,189.8,48.44,106.02,11.08,43.22,165,178.35,8.09,473.75,473.75,187.12
2010-01-06,D B Corp Limited,384.22,68.52,26.17,3.42,39.54,212,250.0,17.92,274.75,273.0,29.6
2010-01-05,Godrej Properties Limited,468.85,7.45,0.41,0.38,4.0,490,510.0,4.08,1956.8,1952.1,299.35
2010-01-04,JSW Energy Limited,2700.0,2.88,0.15,0.4,1.68,100,102.0,2.0,536.3,536.4,436.3
2010-01-11,MBL Infrastructure Limited,102.6,3.35,2.65,0.4,1.97,180,190.0,5.56,40.75,40.78,-77.36
2026-05-14,Bagmane Prime Offi...,3405.0,17.09,15.79,0.0,16.5,100,103.4,3.4,103.92,103.97,3.92
2026-05-08,Onemi Technology S...,925.92,24.87,6.57,2.03,9.5,171,191.0,11.7,231.7,231.74,35.5
2026-04-29,Citius Transnet In...,1105.0,8.54,11.77,0.0,10.01,100,104.5,4.5,105.87,106.04,5.87
2026-04-17,Om Power Transmiss...,150.06,3.65,7.06,1.54,3.33,175,181.1,3.49,190.8,190.74,9.03
2026-04-02,Sai Parenteral's L...,408.79,1.71,2.36,0.12,1.05,392,405.0,3.32,487.1,486.7,24.26
2026-04-02,Powerica Ltd,1100.0,4.5,0.44,0.15,1.45,395,375.0,-5.06,552.75,551.7,39.94
2026-04-02,Amir Chand Jagdish...,440.0,1.11,12.71,1.36,3.23,212,195.0,-8.02,127.15,127.14,-40.02
2026-03-30,Central Mine Plann...,1841.45,3.48,0.35,0.33,1.05,172,162.8,-5.35,234.15,234.17,36.13
2026-03-24,GSP Crop Science L...,400.0,2.66,3.05,0.4,1.61,320,332.3,3.84,444.4,445.4,38.88
2026-03-24,RaajMarg Infra Inv...,6000.0,11.61,2.55,0.0,7.49,100,108.0,8.0,111.0,110.99,11.0
2026-03-23,Innovision Ltd,319.25,13.75,8.26,0.58,3.32,519,466.0,-10.21,306.15,306.35,-41.01
2026-03-19,Rajputana Stainles...,254.98,2.51,2.59,0.27,1.12,122,123.95,1.6,130.7,130.97,7.13
2026-03-11,Sedemac Mechatroni...,1087.35,8.46,0.77,0.2,2.68,1352,1510.0,11.69,1983.2,1983.3,46.69
2026-03-05,Omnitech Engineeri...,583.0,2.86,0.73,0.33,1.14,227,205.0,-9.69,447.7,448.6,97.22
2026-03-04,PNGS Reva Diamond ...,379.52,1.04,1.54,1.29,1.23,386,372.0,-3.63,407.15,407.65,5.48
2026-03-02,Clean Max Enviro E...,3083.83,2.83,0.54,0.06,0.94,1053,952.2,-9.57,1120.6,1120.0,6.42
2026-03-02,Shree Ram Twistex ...,110.24,3.94,220.3,76.63,43.66,104,70.0,-32.69,43.79,43.86,-57.89
2026-02-27,Gaudium IVF and Wo...,165.0,1.62,14.03,7.55,7.25,79,83.0,5.06,115.05,115.07,45.63
2026-02-16,Aye Finance Ltd,1010.0,1.5,0.05,0.77,0.97,129,129.0,0.0,140.1,140.43,8.6
2026-02-16,Fractal Analytics ...,2833.9,4.18,1.06,1.03,2.66,900,900.0,0.0,916.95,917.5,1.88
2026-01-28,Shadowfax Technolo...,1907.27,3.81,0.84,2.31,2.72,124,113.0,-8.87,201.45,201.28,62.46
2026-01-21,Amagi Media Labs L...,1788.62,33.77,37.36,9.31,30.22,361,317.0,-12.19,394.0,393.45,9.14
2026-01-19,Bharat Coking Coal...,1071.11,310.81,258.02,49.25,146.8,23,45.21,96.57,36.23,36.15,57.52
2025-12-30,Gujarat Kidney & S...,250.8,1.06,5.73,19.04,5.21,114,120.75,5.92,142.95,143.27,25.39
2025-12-23,KSH International ...,644.45,1.06,0.42,0.86,0.83,384,370.0,-3.65,711.65,712.45,85.33
2025-12-19,ICICI Prudential A...,10602.7,123.87,22.04,2.53,39.17,2165,2606.2,20.38,3230.95,3229.8,49.24
2025-12-17,Nephrocare Health ...,871.05,27.47,24.27,2.31,13.96,460,491.7,6.89,607.5,607.5,32.07
2025-12-17,Park Medi World Lt...,920.0,11.48,15.15,3.16,8.1,162,155.6,-3.95,259.45,259.19,60.15
2025-12-15,Wakefit Innovation...,1288.89,3.04,1.05,3.17,2.52,195,0.0,0.0,134.2,134.51,-31.18
2025-12-15,Corona Remedies Lt...,655.37,278.52,208.88,28.73,137.04,1062,1452.0,36.72,1682.3,1684.6,58.41
2025-12-10,Aequs Ltd,922.01,120.92,80.62,78.05,101.63,124,140.0,12.9,212.4,212.48,71.29
2025-12-10,Meesho Ltd,5421.2,120.18,38.15,19.04,79.02,111,161.2,45.23,199.15,199.01,79.41
2025-12-10,Vidya Wires Ltd,300.01,5.12,51.98,27.86,26.59,52,52.13,0.25,88.96,88.79,71.08
2025-11-28,Sudeep Pharma Ltd,895.0,213.08,116.72,15.65,93.72,593,733.95,23.77,671.65,673.35,13.26
2025-11-26,Excelsoft Technolo...,500.0,47.55,101.69,15.62,43.19,120,135.0,12.5,98.51,98.38,-17.91
2025-11-21,Capillary Technolo...,877.5,57.27,69.84,15.82,52.95,577,560.0,-2.95,516.15,516.3,-10.55
2025-11-20,Fujiyama Power Sys...,828.0,5.15,0.88,1.0,2.14,228,218.4,-4.21,270.1,270.3,18.46
2025-11-19,Tenneco Clean Air ...,3600.0,166.42,40.74,5.11,58.83,397,498.0,25.44,594.0,594.15,49.62
2025-11-18,Physicswallah Ltd,3480.0,2.7,0.48,1.06,1.81,109,143.1,31.28,109.85,109.62,0.78
2025-11-18,Emmvee Photovoltai...,2900.0,1.26,0.3,1.1,0.97,217,217.0,0.0,264.05,264.3,21.68
2025-11-14,Pine Labs Ltd,3899.91,4.0,0.29,1.2,2.46,221,242.0,9.5,142.8,142.84,-35.38
2025-11-12,Billionbrains Gara...,6632.3,22.02,14.2,9.43,17.6,100,114.0,14.0,187.8,187.79,87.8
2025-11-10,Lenskart Solutions...,7278.02,40.35,18.23,7.54,28.26,402,390.0,-2.99,513.8,513.95,27.81
2025-11-07,Studds Accessories...,455.49,159.99,76.99,22.09,73.25,585,570.0,-2.56,446.55,447.7,-23.67
2025-11-06,Orkla India Ltd,1667.54,117.63,54.42,7.05,48.73,730,751.5,2.95,632.95,634.2,-13.29
2025-10-24,Midwest Ltd,451.0,139.87,168.07,24.26,87.89,1065,1165.1,9.4,1316.1,1316.8,23.58
2025-10-17,Canara HSBC Life I...,2517.5,7.05,0.33,0.42,2.29,106,106.0,0.0,139.1,139.05,31.23
2025-10-16,Canara Robeco Asse...,1326.13,25.92,6.45,1.91,9.74,266,280.25,5.36,239.75,239.4,-9.87
2025-10-16,Rubicon Research L...,1377.5,130.26,97.61,35.47,103.9,485,620.1,27.86,951.2,949.75,96.12
2025-10-14,LG Electronics Ind...,11607.0,166.51,22.44,3.54,54.02,1140,1715.0,50.44,1489.75,1490.5,30.68
2025-10-16,Anantam Highways T...,400.0,2.49,7.29,0.0,4.67,100,103.02,3.02,105.5,105.37,5.5
2025-10-13,Tata Capital Ltd,15511.9,3.42,1.98,1.1,1.95,326,330.0,1.23,299.95,299.7,-7.99
2025-10-10,Wework India Manag...,3000.0,1.79,0.23,0.61,1.15,648,0.0,0.0,566.0,565.1,-12.65
2025-10-08,Advance Agrolife L...,192.86,27.31,175.3,23.06,56.85,100,113.0,13.0,104.75,104.34,4.75
2025-10-07,Fabtech Technologi...,230.35,2.02,1.97,2.08,2.03,191,191.0,0.0,151.15,151.14,-20.86
2025-10-07,Glottis Ltd,307.0,1.87,2.97,1.42,2.05,129,88.0,-31.78,69.11,69.43,-46.43
2025-10-08,Om Freight Forward...,122.31,3.97,7.39,2.75,3.87,135,82.5,-38.89,88.58,89.06,-34.39
2025-10-06,Pace Digitek Ltd,819.35,1.6,2.9,1.03,1.59,219,226.85,3.58,190.1,190.26,-13.2
2025-10-03,Jinkushal Industri...,116.15,35.66,146.39,47.1,65.1,121,125.0,3.31,86.0,84.47,-28.93
2025-10-03,TruAlt Bioenergy L...,839.28,159.22,98.56,11.0,71.92,496,550.0,10.89,495.0,495.1,-0.2
2025-10-01,Jain Resource Recy...,1250.0,25.29,5.3,3.62,15.9,232,265.25,14.33,385.6,384.85,66.21
2025-10-01,EPack Prefab Techn...,504.0,5.1,3.68,1.69,3.07,204,186.1,-8.77,189.35,189.38,-7.18
2025-10-01,BMW Ventures Ltd,231.66,3.09,3.03,0.99,1.5,99,80.0,-19.19,60.92,60.8,-38.46
2025-09-30,Anand Rathi Share ...,745.0,43.8,28.6,4.78,20.66,414,432.1,4.37,527.35,527.5,27.38
2025-09-30,Seshaasai Technolo...,813.07,189.63,49.89,9.17,68.13,423,436.0,3.07,264.5,265.9,-37.47
2025-09-30,Solarworld Energy ...,490.0,70.43,64.73,49.15,65.01,351,389.0,10.83,221.4,221.06,-36.92
2025-09-30,Jaro Institute of ...,450.0,35.35,35.48,8.71,22.06,890,890.0,0.0,581.8,581.05,-34.63
2025-09-29,Atlanta Electrical...,687.85,194.92,54.2,10.42,70.63,754,858.1,13.81,1667.35,1668.8,121.13
2025-09-29,Ganesh Consumer Pr...,408.8,4.18,4.34,1.15,2.67,322,295.0,-8.39,209.25,209.33,-35.02
2025-09-26,GK Energy Ltd,464.26,186.29,122.73,20.79,89.62,153,165.0,7.84,125.65,125.56,-17.88
2025-09-26,Saatvik Green Ener...,900.0,10.84,10.04,2.66,6.57,465,460.0,-1.08,431.2,432.3,-7.27
2025-09-25,Ivalue Infosolutio...,560.29,3.18,1.26,1.28,1.82,299,285.0,-4.68,243.55,244.55,-18.55
2025-09-24,VMS TMT Ltd,148.5,120.8,227.09,47.88,102.26,99,105.0,6.06,47.81,47.77,-51.71
2025-09-23,Euro Pratik Sales ...,451.31,1.05,1.92,1.23,1.34,247,273.45,10.71,257.75,259.6,4.35
2025-09-17,Dev Accelerator Lt...,143.35,20.3,87.97,164.72,63.97,61,61.3,0.49,39.29,39.05,-35.59
2025-09-17,Shringar House of ...,400.95,101.41,82.58,27.22,60.29,165,187.7,13.76,213.3,212.66,29.27
2025-09-17,Urban Company Ltd,1900.0,140.2,74.04,39.25,103.63,103,161.0,56.31,120.05,120.03,16.55
2025-09-09,Amanta Healthcare ...,126.0,35.86,209.42,54.98,82.61,126,134.0,6.35,129.05,130.09,2.42
2025-09-03,Anlon Healthcare L...,121.03,1.07,10.61,47.29,7.12,91,91.0,0.0,13.89,13.91,-84.74
2025-09-03,Vikran Engineering...,772.0,19.45,58.58,10.97,23.59,97,99.7,2.78,64.8,64.8,-33.2
2025-08-28,Mangal Electrical ...,400.0,10.54,18.79,4.84,9.46,561,558.0,-0.53,315.65,315.85,-43.73
2025-08-26,Gem Aromatics Ltd,451.25,55.28,45.06,10.31,30.27,325,325.0,0.0,156.45,157.1,-51.86
2025-08-26,Shreeji Shipping G...,410.71,110.41,72.7,21.94,58.1,252,271.85,7.88,453.65,450.1,80.02
2025-08-26,Patel Retail Ltd,242.76,272.43,108.18,42.49,95.7,255,305.0,19.61,198.05,198.24,-22.33
2025-08-26,Vikram Solar Ltd,2079.37,142.79,50.9,7.65,54.63,332,340.0,2.41,200.0,199.82,-39.76
2025-08-20,Regaal Resources L...,306.0,190.97,356.73,57.75,159.88,102,141.8,39.02,86.85,87.42,-14.85
